Journal Title	ISSN	ESSN	RoMEO Record ID	Updated
WB Werkstatt and Betrieb	0043-2792		783	2010-08-13
Wear	0043-1648		30	2015-05-01
Weather	0043-1656	1477-8696	2050	2017-11-24
Weather and Climate Extremes	2212-0947	2212-0947	1504	2014-11-25
Weather and Forecasting	0882-8156	1520-0434	9	2017-11-15
Weather, Climate, and Society	1948-8327	1948-8335	9	2017-11-15
Weatherwise	0043-1672	1940-1310	1605	2016-11-08
Weave		2333-3316	2278	2015-06-08
Web Ecology	2193-3081	1399-1183	215	2014-06-27
Web Intelligence and Agent Systems	1570-1263		44	2016-04-18
Webbia	0083-7792	2169-4060	1141	2014-03-26
Wechselwirkungen	1424-7674		1084	2018-03-20
Weed Biology and Management	1444-6162	1445-6664	2050	2017-11-24
Weed Research	0043-1737	1365-3180	2050	2017-11-24
Weed Science	0043-1745	1550-2759	630	2016-09-02
Weed Technology	0890-037X	1550-2740	630	2016-09-02
Welding International	0950-7116	1754-2138	1141	2014-03-26
Well Letras (Pozo de Letras)	1997-5449		2488	2015-08-14
Wellcome Open Research		2398-502X	1546	2016-10-06
Welsh Economic Review		2397-8716	3037	2017-11-27
Welsh History Review	0043-2431	0083-792X	1081	2015-06-10
Welt des Islams	0043-2539	1570-0607	154	2016-01-22
Welt - Körper - Sprache	1438-9886		1084	2018-03-16
Welten des Islams/Worlds of Islam	1661-6278		1084	2018-03-14
Welten Ostasiens/Worlds of East Asia	1660-9131	2235-5766	1084	2018-03-16
Welten Süd- und Zentralasiens	1661-755X		1084	2018-03-16
WeltTrends	0944-8101		641	2010-08-16
WeltTrends Papiere	1864-0656		641	2010-08-16
WeltTrends Thesis	1866-0738		641	2010-08-16
Weltwirtschaft	0043-2652	1613-9828	74	2014-05-16
Werkstattreihe Deutsch als Fremdsprache	0721-4278		1084	2018-03-16
Werkstoffe und Korrosion	0947-5117	1521-4176	2050	2017-11-24
Werkstruktur und Hintergrund	0934-1676		1084	2018-03-20
Wertschöpfungsmanagement	1863-169X		1084	2018-03-19
West 86th: A Journal of Decorative Arts, Design History, and Material Culture	2153-5531	2153-5558	2340	2015-08-17
West African Journal of Radiology	1115-3474	2321-6670	89	2016-02-12
West European Politics	0140-2382	1743-9655	1140	2015-11-16
Western Historical Quarterly	0043-3810	1939-8603	1106	2017-05-30
Western Journal of Applied Forestry	0885-6095		501	2010-09-08
Western Journal of Communication	1057-0314	1745-1027	1140	2014-03-26
Western Journal of Nursing Research	0193-9459	1552-8456	65	2013-03-11
Western North American Naturalist	1527-0904	1944-8341	987	2011-04-04
Western Pacific Surveillance and Response	2094-7321	2094-7313	2993	2017-03-15
Westminster College Library of Biblical Symbolism	1079-5723		1084	2018-03-19
Westminster Papers in Communication and Culture		1744-6716	2710	2015-11-06
Westslavische Beiträge	0176-4039		1084	2018-03-14
Wetenschappelijk Tijdschrift voor Ergotherapie	1876-3227		2154	2014-11-18
Wetlands	0277-5212	1943-6246	74	2014-09-25
Wetlands Ecology and Management	0923-4861	1572-9834	74	2014-09-25
Wettbewerbsrechtliche Studien: Technologierecht - Kartellrecht - Vergaberecht	1616-914X		1084	2018-03-20
WFOT Bulletin	1447-3828		121	2016-01-08
Whitehall Papers	0268-1307	1754-5382	1140	2014-03-26
WHO South-East Asia Journal of Public Health	2304-5272		342	2013-01-02
Wide Screen	1757-3920		750	2010-08-24
Widening Participation and Lifelong Learning	1466-6529	2045-2713	1021	2016-08-25
Wideochirurgia i inne techniki małoinwazyjne	1895-4588	2299-0054	3007	2018-02-12
Wielkopolska Izba Lekarska - Biuletyn Informacyjny		1233-2216	3007	2018-02-12
Wiener Alttestamentliche Studien	1435-9618		1084	2018-03-13
Wiener Arbeiten zur Germanischen Altertumskunde und Philologie	0932-7916		1084	2018-03-13
Wiener Arbeiten zur Philosophie	0948-132X		1084	2018-03-13
Wiener Beiträge zu Komparatistik und Romanistik	0940-5089		1084	2018-03-13
Wiener Iberoromanistische Studien	2193-8350		1084	2018-03-13
Wiener Islamstudien	2194-7988		1084	2018-03-13
Wiener Klinische Wochenschrift	0043-5325	1613-7671	74	2014-09-25
Wiener klinische Wochenschrift Education	1863-3579	1863-3765	74	2014-09-25
Wiener Medizinische Wochenschrift	0043-5341	1563-258X	74	2014-09-25
Wiener Moderne	1610-6792		1084	2018-03-13
Wiener Slavistisches Jahrbuch	0084-0041		400	2010-12-16
Wiener Slawistischer Almanach - Sonderbände	0256-5234		1084	2018-03-13
Wiener Studien	0084-005X	1813-3924	400	2010-12-16
Wiener Studien zu Geschichte, Recht und Gesellschaft. Viennese Studies in History, Law and Society	1432-7422		1084	2018-03-13
Wiener TierÃ¤rztliche Monatsschrift	0253-9411	0043-535X	2512	2015-08-25
Wiener Vorlesungen: Forschungen	1437-9015		1084	2018-03-13
Wiener Zeitschrift für die Kunde Südasies	0084-0084	1728-3124	400	2010-12-16
Wilderness and Environmental Medicine	1080-6032		30	2015-05-01
Wildland Firefighter	1086-3982		30	2015-05-01
Wildlife Biology	0909-6396		508	2017-10-06
Wildlife Biology in Practice	1646-1509	1646-2742	704	2011-10-05
Wildlife Monographs		1938-5455	2050	2017-11-24
Wildlife Research	1035-3712	1448-5494	160	2016-07-28
Wildlife Society Bulletin	0091-7648	1938-5463	2050	2017-11-24
Wiley Interdisciplinary Reviews: Climate Change	1757-7780	1757-7799	2050	2017-11-24
Wiley Interdisciplinary Reviews: Cognitive Science	1939-5078	1939-5086	2050	2017-11-24
Wiley Interdisciplinary Reviews: Computational Molecular Science		1759-0884	2050	2017-11-24
Wiley Interdisciplinary Reviews: Computational Statistics	1939-5108	1939-0068	2050	2017-11-24
Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery		1942-4795	2050	2017-11-24
Wiley Interdisciplinary Reviews: Developmental Biology		1759-7692	2050	2017-11-24
Wiley Interdisciplinary Reviews: Energy and Environment		2041-840X	2050	2017-11-24
Wiley Interdisciplinary Reviews: Membrane Transport and Signaling		2190-4618	2050	2017-11-24
Wiley Interdisciplinary Reviews: Nanomedicine and Nanobiotechnology	1939-5116	1939-0041	2050	2017-11-24
Wiley Interdisciplinary Reviews: RNA	1757-7004	1757-7012	2050	2017-11-24
Wiley Interdisciplinary Reviews: Systems Biology and Medicine	1939-5094	1939-005X	2050	2017-11-24
Wiley Interdisciplinary Reviews: Water		2049-1948	2050	2017-11-24
Willdenowia	0511-9618	1868-6397	655	2010-07-01
William and Mary Quarterly	0043-5597		3109	2017-10-11
Wilmott	1540-6962	1541-8286	1499	2014-03-18
Wilmott Journal	1759-6351	1759-636X	1499	2014-03-18
Wímb Lu		1659-2107	1364	2012-10-23
Wind Energy	1095-4244	1099-1824	2050	2017-11-24
Wind Energy Science	2366-7443	2366-7451	215	2017-12-14
Wind Engineering	0309-524X		65	2017-05-31
Wind Engineering Abstracts	0263-0915		144	2014-03-18
Wine Economics and Policy	2212-9774		30	2015-05-01
Wine Studies		2039-4446	644	2016-11-24
Winterthur Portfolio	0084-0416	1545-6927	77	2017-09-08
Wire Journal International	0277-4275		343	2010-08-02
Wireless and Mobile Technologies		2374-2119	2188	2014-12-10
Wireless Communications and Mobile Computing	1530-8669	1530-8677	3105	2017-10-04
Wireless Engineering and Technology	2152-2294	2152-2308	1018	2014-11-19
Wireless Networks	1022-0038	1572-8196	74	2014-09-25
Wireless Personal Communications	0929-6212	1572-834X	74	2014-09-25
Wireless Power Transfer		2052-8418	2127	2014-10-07
Wireless Sensor Network	1945-3078	1945-3086	1018	2014-11-19
Wirtschaftsdienst	0043-6275	1613-978X	74	2014-09-25
Wirtschaftsinformatik	0937-6429	1861-8936	74	2014-09-25
Wirtschaftspsychologie	0945-182X		1084	2018-03-14
Wirtschaftsrechtliche Blätter	0930-3855		74	2014-09-25
Wissen - Kompetenz - Text	1869-523X		1084	2018-03-16
Wissenschaft und Religion	1611-454X		1084	2018-03-19
Wistra	0721-6890		2513	2015-08-19
Wittenberger Beiträge zur deutschen Sprache und Kultur	1437-5680		1084	2018-03-14
Wittgenstein-Studien	1868-7458		414	2014-04-01
WMSU Research Journal	0115-6454		1170	2012-02-17
Wohnrechtliche Blätter	0933-2766	1613-7647	74	2014-09-25
Woman's Art Journal	0270-7993	2158-8457	503	2013-10-08
Women: A Cultural Review	0957-4042	1470-1367	1140	2014-03-26
Women and Birth	1871-5192		30	2015-05-01
Women and Criminal Justice	0897-4454	1541-0323	1140	2014-03-26
Women and Health	0363-0242	1541-0331	1139	2014-03-26
Women and Music	1090-7505		560	2016-05-10
Women and Performance	0740-770X	1748-5819	1140	2014-03-26
Women and Therapy	0270-3149	1541-0315	1139	2014-03-26
Women, Gender and Sexuality in German Literature and Culture	1094-6233		1084	2018-03-16
Women in German Yearbook	1058-7446		560	2016-05-10
Women in Higher Education		2331-5466	580	2017-11-24
Women In Management Review	0964-9425		31	2018-02-16
Women in Sport and Physical Activity Journal	1063-6161	1938-1581	300	2017-02-02
Women's Health	1745-5057	1745-5065	1403	2018-02-22
Women's Health International		2469-3138	2880	2016-09-21
Women's Health Issues	1049-3867		30	2015-05-01
Women's Health Medicine	1744-1870		30	2015-05-01
Women's History Review	0961-2025	1747-583X	1140	2014-03-26
Women's Midlife Health		2054-2690	22	2015-11-23
Women's Review of Books	0738-1433	1949-0410	503	2013-10-08
Women's Studies	0049-7878	1547-7045	1140	2014-03-26
Women's Studies in Communication	0749-1409	2152-999X	1600	2014-03-26
Women's Studies International Forum	0277-5395		30	2018-05-03
Women's Writing	0969-9082	1747-5848	1140	2014-03-26
Wood and Fiber Science	0735-6161		942	2011-02-08
Wood Material Science and Engineering	1748-0272	1748-0280	1141	2014-03-26
Wood Science and Technology	0043-7719	1432-5225	74	2014-09-25
Wor(l)ds of Change: Latin American and Iberian Literature	1072-334X		1084	2018-03-14
Word	0043-7956	2373-5112	1140	2015-07-16
Word and Image	0266-6286	1943-2178	1140	2014-03-26
Word and Image Interactions	1388-3569		143	2010-07-20
Word and Music Studies	1566-0958		143	2010-07-20
Word of Mouth	1048-3950	2154-3941	65	2013-03-11
Word Structure	1750-1245	1755-2036	266	2017-05-04
WORK	1051-9815		44	2016-04-18
Work and Occupations	0730-8884	1552-8464	65	2013-03-11
Work and Stress	0267-8373	1464-5335	1139	2014-03-26
Work, Employment and Society	0950-0170	1469-8722	65	2015-11-10
Work Organisation, Labour & Globalisation	1745-641X	1745-6428	2919	2016-12-13
Work Study	0043-8022		31	2018-02-16
Work - Technology - Organization - Society	0946-8811		1084	2018-03-13
Working Papers em Lingüística	1984-8420		712	2014-08-27
Working papers in health policy and management		1869-6287	2291	2015-08-21
Working Papers on Operations Management	1989-9068		1428	2013-01-30
Working with Older People	1366-3666	2042-8790	31	2018-02-16
WorkingUSA	1089-7011	1743-4580	2052	2017-11-24
Workplace Health and Safety	2165-0799	2165-0969	65	2016-03-21
Workshop di archeologia classica. Paesaggi, costruzioni, reperti	1724-9120	1825-2451	774	2016-02-10
World Allergy Organization Journal	1939-4551	1939-4551	22	2015-11-23
World Archaeology	0043-8243	1470-1375	1140	2014-03-26
World Art	2150-0894	2150-0908	1140	2014-03-26
World Bank Economic Review	0258-6770	1564-698X	1619	2013-08-14
World Bank Research Observer	0257-3032	1564-6971	1619	2013-08-14
World Banking Abstracts	0265-9484	1467-9698	1499	2014-03-18
World Class Design to Manufacture	1352-3074		31	2018-02-16
World Competition	1011-4548		258	2016-07-18
World Development	0305-750X		30	2015-05-01
World Digital Libraries	0974-567X		44	2016-04-18
World Economic Research	2167-6607	2167-6615	1326	2012-09-04
World Economics	1468-1838	1474-3884	476	2011-01-06
World Economy	0378-5920	1467-9701	2052	2017-11-24
World Englishes	0883-2919	1467-971X	2052	2017-11-24
World Future Review	1946-7567	2169-2793	65	2013-06-19
World Futures	0260-4027	1556-1844	1139	2014-03-26
World Health and Population	1718-3340		404	2013-08-30
World Health Forum	0251-2432		342	2017-03-15
World Heart Journal		1556-4002	1800	2014-03-06
World History Connected	1931-8642		292	2014-06-10
World Journal for Pediatric and Congenital Heart Surgery	2150-1351	2150-136X	65	2013-03-11
World Journal of Acupuncture - Moxibustion	1003-5257		30	2015-05-01
World Journal of Agricultural Research		2333-0643	2188	2014-12-10
World Journal of AIDS	2160-8814	2160-8822	1018	2014-11-19
World Journal of Analytical Chemistry		2333-1178	2188	2014-12-10
World Journal of Anesthesiology		2218-6182	2906	2016-11-30
World Journal of Biological Chemistry		1949-8454	2906	2016-11-30
World Journal of Biological Psychiatry	1562-2975	1814-1412	1141	2014-03-26
World Journal of Business and Management		2377-4622	1849	2017-02-28
World Journal of Cancer Research	2164-9049	2164-9057	1326	2012-09-04
World Journal of Cardiology		1949-8462	2906	2016-11-30
World Journal of Cardiovascular Diseases	2164-5329	2164-5337	1018	2015-01-09
World Journal of Cardiovascular Surgery	2164-3202	2164-3210	1018	2015-01-09
World Journal of Clinical Cases		2307-8960	2906	2016-11-30
World Journal of Clinical Infectious Diseases		2220-3176	2906	2016-11-30
World Journal of Clinical Oncology		2218-4333	2906	2016-11-30
World Journal of Clinical Pediatrics		2219-2808	2906	2016-11-30
World Journal of Clinical Urology		2219-2816	2906	2016-11-30
World Journal of Condensed Matter Physics	2160-6919	2160-6927	1018	2014-11-19
World Journal of Critical Care Medicine		2220-3141	2906	2016-11-30
World Journal of Dermatology		2218-6190	2906	2016-11-30
World Journal of Diabetes		1948-9358	2906	2016-11-30
World Journal of Education	1925-0746	1925-0754	915	2014-07-28
World Journal of Emergency Surgery		1749-7922	22	2015-11-23
World Journal of Engineering	1708-5284	1708-5284	31	2018-02-16
World Journal of Engineering and Technology	2331-4222	2331-4249	1018	2014-12-05
World Journal of English Language	1925-0703	1925-0711	915	2014-07-28
World Journal of Entrepreneurship, Management and Sustainable Development		2042-5961	31	2018-02-16
World Journal of Experimental Medicine		2220-315X	2906	2016-11-30
World Journal of Forestry	2169-2432	2169-2440	1326	2012-09-04
World Journal of Gastroenterology	1007-9327	2219-2840	2906	2016-11-30
World Journal of Gastrointestinal Endoscopy		1948-5190	2906	2016-11-30
World Journal of Gastrointestinal Oncology		1948-5204	2906	2016-11-30
World Journal of Gastrointestinal Pathophysiology		2150-5330	2906	2016-11-30
World Journal of Gastrointestinal Pharmacology and Therapeutics		2150-5349	2906	2016-11-30
World Journal of Gastrointestinal Surgery		1948-9366	2906	2016-11-30
World Journal of Hematology		2218-6204	2906	2016-11-30
World Journal of Hepatology		1948-5182	2906	2016-11-30
World Journal of Hypertension		2220-3168	2906	2016-11-30
World Journal of Immunology		2219-2824	2906	2016-11-30
World Journal of Mechanics	2160-049X	2160-0503	1018	2014-11-19
World Journal of Medical Genetics		2220-3184	2906	2016-11-30
World Journal of Meta-Analysis		2308-3840	2906	2016-11-30
World Journal of Methodology		2222-0682	2906	2016-11-30
World Journal of Microbiology and Biotechnology	0959-3993	1573-0972	74	2014-09-25
World Journal of Nano Science and Engineering	2161-4954	2161-4962	1018	2014-11-19
World Journal of Nephrology		2220-6124	2906	2016-11-30
World Journal of Nephrology and Urology	1927-1239	1927-1247	2452	2015-08-18
World Journal of Neurology		2218-6212	2906	2016-11-30
World Journal of Neuroscience	2162-2000	2162-2019	1018	2015-01-09
World Journal of Nuclear Medicine	1450-1147	1607-3312	89	2014-08-26
World Journal of Nuclear Science and Technology	2161-6795	2161-6809	1018	2014-11-19
World Journal of Obstetrics and Gynecology		2218-6220	2906	2016-11-30
World Journal of Oncology	1920-4531	1920-454X	2452	2015-08-18
World Journal of Oncology Research		2413-7308	3023	2017-05-05
World Journal of Ophthalmology		2218-6239	2906	2016-11-30
World Journal of Orthodontics	1530-5678		431	2012-03-29
World Journal of Orthopedics		2218-5836	2906	2016-11-30
World Journal of Otorhinolaryngology		2218-6247	2906	2016-11-30
World Journal of Pediatrics	1708-8569	1867-0687	74	2014-09-25
World Journal of Pharmacology		2220-3192	2906	2016-11-30
World Journal of Psychiatry		2220-3206	2906	2016-11-30
World Journal of Psychology	1925-072X	1925-0738	915	2014-07-28
World Journal of Radiology		1949-8470	2906	2016-11-30
World Journal of Respirology		2218-6255	2906	2016-11-30
World Journal of Rheumatology		2220-3214	2906	2016-11-30
World Journal of Science, Technology and Sustainable Development		2042-5945	31	2018-02-16
World Journal of Social Science	2329-9347	2329-9355	915	2014-07-28
World Journal of Stem Cells		1948-0210	2906	2016-11-30
World Journal of Stomatology		2218-6263	2906	2016-11-30
World Journal of Surgery	0364-2313	1432-2323	74	2014-09-25
World Journal of Surgical Oncology		1477-7819	22	2015-11-23
World Journal of Surgical Procedures		2219-2832	2906	2016-11-30
World Journal of Translational Medicine		2220-6132	2906	2016-11-30
World Journal of Transplantation		2220-3230	2906	2016-11-30
World Journal of Urology	0724-4983	1433-8726	74	2014-09-25
World Journal of Vaccines	2160-5815	2160-5823	1018	2014-11-19
World Journal of VAT/GST Law	2048-8432	2048-8440	1600	2015-08-07
World Journal of Veterinary Science		2310-0796	2413	2016-02-10
World Journal of Virology		2220-3249	2906	2016-11-30
World Leisure Journal	1607-8055	2333-4509	1140	2017-08-01
World Literature Studies	2330-5258	2330-5266	1326	2013-09-10
World Medical and Health Policy	2153-2028	1948-4682	2052	2017-11-24
World Mycotoxin Journal	1875-0710	1875-0796	393	2017-11-17
World Neurosurgery	1878-8750		30	2015-05-01
World of Sciences Journal	2307-3071		1627	2016-02-12
World of Work Report		2049-9280	580	2017-11-24
World Oil Trade		1467-9728	2053	2014-08-11
World Patent Information	0172-2190		30	2015-05-01
World Policy Journal	0740-2775	1936-0924	166	2016-06-27
World Political Science Review		1935-6226	414	2014-04-01
World Politics	0043-8871	1086-3338	2130	2014-10-09
World Psychiatry		2051-5545	2053	2014-08-11
World Pumps	0262-1762		30	2015-05-01
World Rabbit Science	1257-5011	1989-8886	1425	2014-11-24
World Research Journal of Applied Medicinal Chemistry	2230-9314	2230-9322	994	2014-04-17
World Review of Entrepreneurship, Management and Sustainable Development	1746-0573	1746-0581	148	2018-05-01
World Review of Intermodal Transportation Research	1749-4729	1749-4737	148	2018-05-01
World Review of Political Economy	2042-891X	2042-8928	2919	2016-12-13
World Review of Science, Technology and Sustainable Development	1741-2242	1741-2234	148	2018-05-01
World's Poultry Science Journal	0043-9339	1743-4777	2129	2014-10-09
World's Veterinary Journal	2322-4568		2387	2015-07-14
World Science Fiction Studies	2296-8814		1084	2018-03-20
World Stroke Academy		2051-333X	580	2017-11-24
World Textile Abstracts	0043-9118		30	2015-05-01
World Trade and Arbitration Materials	1022-6583		258	2016-07-18
World Trade Review	1474-7456	1475-3138	2130	2018-05-04
World Transactions on Engineering and Technology Education	1446-2257		380	2010-09-28
World Wide Web	1386-145X	1573-1413	74	2014-09-25
Worldviews	1363-5247	1568-5357	154	2016-01-22
Worldviews on Evidence-Based Nursing	1545-102X	1741-6787	2050	2017-11-24
Worldwide Hospitality and Tourism Themes		1755-4217	31	2018-02-16
Worldwide Waste: Journal of Interdisciplinary Studies		2399-7117	1132	2017-02-14
Worm	2162-4046	2162-4054	1141	2014-03-26
