Journal Title	RoMEO Record ID	Updated
New Horizons in Adult Education and Human Resource Development	580	2017-11-24
New Horizons in Adult Education and Human Resource Development - Wiley Online Library	580	2017-11-24
New Horizons in Management Sciences	1084	2018-03-14
New Ideas in Psychology	30	2015-06-09
New International Studies in Applied Ethics	1084	2018-03-14
New Journal of Botany	1141	2018-01-11
New Journal of Chemistry	63	2016-09-26
New Journal of European Criminal Law	65	2017-06-30
New Journal of Glass and Ceramics	1018	2014-11-19
New Journal of Physics	1275	2013-03-21
New Journal of Science	100	2018-01-08
New Labor Forum	65	2013-06-19
New Law Journal	3123	2017-11-30
New Left Review	578	2010-09-08
New Library World	31	2018-02-16
New Literacies and Digital Epistemologies	1084	2018-03-14
New Literary History	96	2017-07-05
New Mathematics and Natural Computation	155	2014-10-29
New Media and Society	65	2013-03-11
New Media in Creativity, Content and Entertainment	1084	2018-03-14
New Medieval Literatures	1890	2017-08-21
New Mexico Law Review	2887	2016-09-28
New Microbes and New Infections	580	2017-11-24
New Nietzsche Studies	1000	2016-04-15
New Nigerian Journal of Clinical Research	89	2017-03-09
New Perspectives in Criminology and Criminal Justice	1084	2018-03-14
New Perspectives in Philosophical Scholarship	1084	2018-03-14
New Perspectives on Turkey	2128	2015-01-07
New Perspectives Quarterly	1499	2014-03-18
New Phytologist	2050	2017-11-24
New Political Economy	1140	2014-03-26
New Political Science	1600	2014-03-26
New Review of Academic Librarianship	1134	2018-01-19
New Review of Children's Literature and Librarianship	1134	2018-01-19
New Review of Film and Television Studies	1140	2014-03-26
New Review of Hypermedia and Multimedia	1141	2014-03-26
New Review of Information Networking	1134	2018-01-19
New Scholasticism	1000	2016-04-15
New Solutions: A Journal of Environmental and Occupational Health Policy	65	2015-04-08
New Soundtrack	266	2017-05-04
New South Wales Public Health Bulletin	160	2016-07-28
New Studies in Aesthetics	1084	2018-03-14
New Studies in European Cinema	1084	2018-03-14
New Studies in Phenomenology	1084	2018-03-14
New Surveys in the Classics	2130	2014-11-14
New Technology, Work and Employment	2052	2017-11-24
New Testament Studies	2128	2014-10-07
New Testament Studies in Contextual Exegesis. Neutestamentliche Studien zur kontextuellen Exegese	1084	2018-03-14
New Theatre Quarterly	2128	2014-10-07
New Theology Review	2288	2015-06-02
New Trends in Translation Studies	1084	2018-03-14
New Vico Studies	1000	2016-04-15
New Visions of the Cosmopolitan	1084	2018-03-14
New Voices In Classical Reception Studies	2389	2015-07-14
New West Indian Guide	154	2016-01-22
New Writing	1140	2014-03-26
New Yearbook for Phenomenology and Phenomenological Philosophy	1000	2016-04-15
New York University Ottendorfer Series	1084	2018-03-14
New Yorker Beiträge zur Literaturwissenschaft	1084	2018-03-14
New Yorker Beiträge zur Vergleichenden Literaturwissenschaft	1084	2018-03-14
New Yorker Studien zur Neueren Deutschen Literaturgeschichte	1084	2018-03-14
New Zealand Economic Papers	1140	2014-03-26
New Zealand Entomologist	1141	2014-03-26
New Zealand Geographer	2052	2017-11-24
New Zealand Journal of Agricultural Research	264	2010-09-15
New Zealand Journal of Botany	264	2010-09-15
New Zealand Journal of Crop and Horticultural Science	264	2010-09-15
New Zealand Journal of Ecology	2471	2015-08-13
New Zealand Journal of Forestry	2472	2015-08-13
New Zealand Journal of Forestry Science	948	2015-12-22
New Zealand Journal of Geography	580	2017-11-24
New Zealand Journal of Geology and Geophysics	264	2010-09-15
New Zealand Journal of Marine and Freshwater Research	264	2010-09-15
New Zealand Journal of Zoology	264	2010-09-15
New Zealand Medical Journal	598	2011-08-12
New Zealand Veterinary Journal	1141	2014-03-26
Newborn and Infant Nursing Reviews	985	2015-06-09
Newman Studies Journal	1000	2016-04-15
Newsletter (College Art Association of America, Visual Resources Committee)	77	2017-09-08
Newsletter of the Gypsy Lore Society	620	2017-08-08
Newsletter of the Society for the Advancement of American Philosophy	1000	2016-04-15
Newsletters on Stratigraphy	2807	2016-06-24
NewsQuarterly	632	2011-08-12
Nexus Network Journal	74	2014-07-03
NGU Special Publication	1158	2011-12-15
NHL Journal of Medical Sciences	1692	2013-10-24
NHSA Dialog	1140	2014-03-26
Nicolay Arkeologisk Tidsskrift	933	2011-04-20
Nicotine and Tobacco Research	1576	2017-05-30
Niedersächsische Beiträge zur Sozialpädagogik und Sozialarbeit	1084	2018-03-14
Nieren- und Hochdruckkrankheiten	782	2010-08-02
Nietzsche-Studien	414	2014-04-01
Nietzscheforschung	926	2013-10-29
Nieuwe Nederlandse Bijdragen tot de Geschiedenis der Geneeskunde en der Natuurwetenschappen	143	2010-07-20
Nieuwe West-Indische Gids	154	2016-01-22
Nigerian Journal of Basic and Clinical Sciences	89	2017-03-10
Nigerian Journal of Cardiology	89	2017-03-09
Nigerian Journal of Cardiovascular and Thoracic Surgery	89	2017-03-09
Nigerian Journal of Clinical Practice	89	2014-08-26
Nigerian Journal of Experimental and Clinical Biosciences	89	2017-03-09
Nigerian Journal of General Practice	89	2017-03-09
Nigerian Journal of Health Sciences	89	2017-03-09
Nigerian Journal of Ophthalmology	89	2017-03-09
Nigerian Journal of Plastic Surgery	89	2017-03-09
Nigerian Journal of Surgery	89	2014-08-26
Nigerian Journal of Surgical Research	89	2017-03-09
Nigerian Journal of Surgical Sciences	89	2017-03-09
Nigerian Medical Journal	89	2014-08-26
Nigerian Postgraduate Medical Journal	89	2017-03-09
niin & näin	1858	2016-12-20
Nin	154	2016-01-22
NINE	560	2016-05-10
Nineteenth-Century Contexts	1140	2014-03-26
Nineteenth-Century French Studies	560	2016-05-10
Nineteenth-Century Literature	107	2015-09-30
Nineteenth-Century Music Review	2128	2014-10-07
Nineteenth Century Theatre and Film	65	2016-03-15
Nippon Kinzoku Gakkaishi	338	2013-12-09
NIR news	65	2017-02-14
NISPAcee Journal of Public Administration and Policy	1851	2018-05-02
Nitric Oxide: Biology and Chemistry	30	2015-06-05
NJAS - Wageningen Journal of Life Sciences	30	2017-05-10
Nka: Journal of Contemporary African Art	166	2018-01-15
NLD Preprints	641	2010-08-16
NMR in Biomedicine	2050	2017-11-24
nnales de Dermatologie et de Vénéréologie	265	2018-05-03
NOA	1207	2012-03-16
Nóesis	1952	2016-05-06
Noise and Health	89	2014-08-26
Noise and Vibration Bulletin	144	2014-03-18
Noise and Vibration in Industry	144	2014-03-18
Noise and Vibration Worldwide	144	2018-01-30
Noise Mapping	1851	2018-05-02
Noise Notes	144	2014-03-18
Nomadic Peoples	281	2016-12-08
Non-coding RNAs in Endocrinology	1851	2018-05-02
Non-Genetic Inheritance	1851	2018-05-02
Non-pharmacological Therapies in Dementia	1800	2014-03-06
Non-Prolifération et Sécurité	1084	2018-03-20
Non-State Actors and International Law	154	2016-01-22
Nondestructive Testing and Evaluation	1141	2014-03-26
Nonlinear Analysis and Differential Equations	1837	2014-05-15
Nonlinear Analysis: Hybrid Systems	30	2016-11-23
Nonlinear Analysis: Real World Applications	30	2016-11-23
Nonlinear Analysis: Theory, Methods and Applications	30	2016-11-23
Nonlinear Biomedical Physics	22	2015-11-23
Nonlinear Differential Equations and Applications	74	2014-09-24
Nonlinear Dynamics	74	2014-09-24
Nonlinear Dynamis, Psychology, and Life Sciences	2167	2014-11-26
Nonlinear Engineering	414	2014-04-01
Nonlinear Optics, Quantum Optics	503	2013-10-08
Nonlinear Oscillations	74	2014-07-03
Nonlinear Phenomena in Complex Systems	1598	2013-07-31
Nonlinear Processes in Geophysics	6	2017-11-27
Nonlinear Processes in Geophysics Discussions	185	2014-06-27
Nonlinearity	1471	2017-11-22
Nonprofit and Voluntary Sector Quarterly	65	2013-03-11
Nonprofit Business Advisor	1499	2014-03-18
Nonprofit Communications Report	580	2017-11-24
Nonprofit Counsel	1499	2014-03-18
Nonprofit Management and Leadership	1499	2014-03-18
Nonprofit Policy Forum	1851	2018-05-02
Nonproliferation Review	1140	2014-03-26
Nontraditional Students Report	1499	2014-03-18
NORA	1140	2014-03-26
NORDAND	519	2017-07-26
Nordeuropäische Arbeiten zur Literatur, Sprache und Kultur	1084	2018-03-14
Nordeuropäische Beiträge aus den Human- und Gesellschaftswissenschaften	1084	2018-03-14
Nordia Geographical Publications Yearbook	1862	2014-04-15
Nordic Journal of Applied Ethics	1401	2015-09-09
Nordic Journal of Botany	2050	2017-11-24
Nordic Journal of ChildLit Aesthetics	361	2013-04-18
Nordic Journal of Comparative and International Education	1463	2017-10-16
Nordic Journal of Digital Literacy	2779	2016-11-17
Nordic Journal of Human Rights	1140	2017-04-03
Nordic Journal of Information Literacy in Higher Education	829	2017-08-18
Nordic Journal of International Law	154	2016-01-22
Nordic Journal of Linguistics	2128	2014-10-07
Nordic Journal of Literacy Research	3018	2017-05-04
Nordic Journal of Migration Research	1851	2018-05-02
Nordic Journal of Music Therapy	1139	2014-03-26
Nordic Journal of Nursing Research	65	2017-09-11
Nordic Journal of Psychiatry	1141	2014-03-26
Nordic Journal of Religion and Society	519	2016-05-04
Nordic Journal of Social Research	1463	2017-09-11
Nordic Journal of Surveying and Real Estate Research	3034	2018-02-14
Nordic Journal of Vocational Education and Training	1656	2015-07-13
Nordic Journal of Working Life Studies	1883	2017-07-21
Nordic Perspectives on Open Science	997	2015-11-18
Nordic Psychology	1139	2014-03-26
Nordic Social Work Research	1139	2014-03-26
Nordic Studies in Education	519	2016-05-04
Nordic Studies on Alcohol and Drugs	1851	2018-05-02
Nordicom Review	1851	2018-05-02
NorDiNa	996	2011-04-13
Nordisk barnehageforskning	1463	2013-09-23
Nordisk Domssamling	519	2016-05-04
Nordisk Østforum	3018	2017-12-05
Nordisk Pedagogik	519	2016-05-04
Nordisk poesi. Tidsskrift for lyrikkforskning	2779	2018-01-19
Nordisk politiforskning	2779	2016-05-04
Nordisk Sosialt Arbeid	519	2016-05-04
Nordisk sygeplejeforskning	519	2016-05-04
Nordisk Tidsskrift for Helseforskning	1398	2013-01-18
Nordisk Tidsskrift for Informationsvidenskab og Kulturformidling	1905	2014-05-08
Nordisk Tidsskrift for International Ret	154	2016-01-22
Nordisk Tidsskrift for Menneskerettigheter	1140	2017-04-03
Nordisk tidsskrift for pedagogikk og kritikk	3018	2017-05-04
Nordisk tidsskrift i veiledningspedagogikk	3081	2017-09-07
Nordisk välfärdsforskning | Nordic Welfare Research	2779	2017-07-26
Nordlit	1399	2012-12-11
Nordlyd	997	2012-12-11
Nordostafrikanisch-Westasiatische Studien	1084	2018-03-19
NORMA - Nordisk tidsskrift for maskulinitetsstudier	1140	2017-09-21
Norsk Antropologisk tidsskrift	2779	2016-05-04
Norsk Filosofisk tidsskrift	2779	2016-05-04
Norsk Geografisk Tidsskrift	1140	2014-09-04
Norsk Geografisk Tidsskrift - Norwegian Journal of Geography	1140	2014-03-26
Norsk Geologisk Tidsskrift	2817	2016-06-28
Norsk Lingvistisk Tidsskrift	1207	2012-03-16
Norsk Litteraturvitenskapelig Tidsskrift	2779	2016-05-04
Norsk medietidsskrift	2779	2016-05-04
Norsk museumstidsskrift	2779	2016-05-04
Norsk pedagogisk tidsskrift	519	2016-05-04
Norsk sosiologisk tidsskrift	2779	2017-06-27
Norsk statsvitenskapelig tidsskrift	2779	2016-05-04
Norsk Teologisk Tidsskrift	519	2016-05-04
Norsk Tidsskrift for Misjonsvitenskap	2661	2015-09-09
Norsklæraren	1460	2013-09-09
North African Journal of Food and Nutrition Research	3099	2017-09-21
North American Actuarial Journal	1600	2014-03-26
North American Archaeologist	65	2015-04-08
North American Dialogue	110	2014-07-09
North American Journal of Aquaculture	1141	2014-03-26
North American Journal of Economics and Finance	30	2015-05-01
North American Journal of Fisheries Management	1141	2014-03-26
North American Journal of Medical Sciences	89	2014-08-26
North American Studies in Nineteenth-Century German Literature and Culture	1084	2018-03-14
North East Third Sector Research Group Annual Digest	3006	2017-03-23
Northeastern Naturalist	2232	2015-02-19
Northern History	121	2014-01-22
Northern Ireland Legal Quarterly	1870	2014-05-07
Northern Journal of Applied Forestry	501	2010-09-08
Northern Lights	409	2016-02-11
Northern Scotland	266	2017-05-04
Northwestern Journal of International Law and Business	292	2017-11-27
Northwestern University Law Review	292	2017-11-27
Norwegian Archaeological Review	1140	2014-03-26
Norwegian Journal of Geography	1140	2014-09-04
Norwegian Journal of Geology	2817	2016-06-28
Nosocomio	990	2015-05-01
Nota Lepidopterologica	923	2015-11-09
Notarzt	257	2015-04-14
Notas Económicas	893	2010-11-22
Note di Matematica	1363	2012-11-06
Notes and Queries	1480	2017-01-13
Notes and Records of the Royal Society	62	2017-08-22
Notes and records of the Royal Society of London	62	2017-08-22
Notes of Cenes (Revista Apuntes del CENES)	2486	2015-09-01
Notfall and Rettungsmedizin	74	2014-10-24
Notfallmedizin up2date	257	2015-04-14
Notices of the American Mathematical Society	83	2015-04-10
Noticiario de Historia Agraria	969	2016-12-15
Notre Dame Journal of Formal Logic	1022	2018-01-15
Nottingham French Studies	266	2017-05-04
Nottingham Medieval Studies	1890	2016-04-15
Noûs	2052	2017-11-24
Nouveaux Cahiers de Linguistique Française	1802	2014-03-06
Nouvelle poétique comparatiste	1084	2018-03-14
Nouvelle revue d'esthétique	604	2012-08-24
Nouvelle Revue du Travail	2664	2016-02-09
Nouvelles de l'estampe	1023	2011-06-23
Nouvelles Études Francophones	560	2016-05-10
Nova Acta Paracelsica	1084	2018-03-20
Nova Biotechnologica et Chimica	1851	2018-05-02
Nova Hedwigia	2170	2014-12-03
Nova Journal of Eye Research	1800	2014-03-06
Nova Religio	107	2015-09-30
NOVAcura	165	2016-05-12
Novel: A Forum on Fiction	166	2018-01-15
Novel Superconducting Materials	1851	2018-05-02
Novellieri italiani in Europa	1669	2016-05-04
Növénytermelés	365	2016-06-07
Novon	806	2010-09-08
Novum Testamentum	154	2016-01-22
Nowe Media. Czasopismo Naukowe	1963	2014-06-10
NPG Asia Materials	2223	2017-11-14
NPG: Neurologie - Psychiatrie - Gériatrie	265	2015-06-24
npj Aging and Mechanisms of Disease	2223	2017-11-14
npj Biofilms and Microbiomes	2223	2017-11-14
npj Breast Cancer	2223	2017-11-14
npj Climate and Atmospheric Science	2223	2018-04-20
npj Computational Materials	2223	2017-11-14
npj Flexible Electronics	2223	2018-02-27
npj Genomic Medicine	2223	2017-11-14
npj Materials Degradation	54	2018-01-16
npj Microgravity	2223	2017-11-14
npj Parkinson's Disease	2223	2017-11-14
npj Primary Care Respiratory Medicine	2223	2017-11-14
npj Quantum Information	2223	2017-11-14
npj Schizophrenia	2223	2017-11-14
npj Science of Food	2223	2018-02-27
npj Science of Learning	2223	2017-11-14
npj Systems Biology and Applications	2223	2017-11-14
npj Vaccines	2223	2017-11-14
NTM Zeitschrift für Geschichte der Wissenschaften, Technik und Medizin	74	2014-09-24
Nuclear Data Sheets	30	2015-06-09
Nuclear Engineering and Design	30	2015-06-05
Nuclear Fusion	1471	2017-11-22
Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment	30	2015-06-09
Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms	30	2015-06-09
Nuclear Law Bulletin	725	2011-02-02
Nuclear Medicine	243	2013-03-20
Nuclear Medicine (Section 23 EMBASE)	30	2015-06-09
Nuclear Medicine and Biology	30	2015-06-05
Nuclear Medicine and Molecular Imaging	74	2014-09-24
Nuclear Medicine Communications	48	2016-09-26
Nuclear Physics A	30	2015-06-09
Nuclear Physics B	1810	2015-06-09
Nuclear Physics B - Proceedings Supplements	30	2015-06-09
Nuclear Physics News	1605	2016-11-08
Nuclear Science and Engineering	1141	2017-08-16
Nuclear Science and Technology	1326	2014-12-09
Nuclear Technology	1141	2017-08-16
Nucleic Acids Research	1486	2015-03-06
Nucleic Acids Symposium Series	55	2013-09-02
Nucleosides, Nucleotides and Nucleic Acids	1141	2014-03-26
Nucleus	1141	2014-03-26
Nuestra América	845	2010-11-22
Nuestra Voz	1084	2018-03-20
Nuklearmedizin	243	2013-03-20
Nuklearmediziner	257	2015-04-14
Nukleonika	1851	2018-05-02
Numen	154	2016-01-22
Numeracy	2113	2014-09-25
Numerical Algebra, Control and Optimization	477	2016-05-06
Numerical Algorithms	74	2014-05-16
Numerical Analysis and Applications	141	2014-07-03
Numerical Functional Analysis and Optimization	1141	2014-03-26
Numerical Heat Transfer, Part A Applications	1141	2014-03-26
Numerical Heat Transfer, Part B Fundamentals	1141	2014-03-26
Numerical Linear Algebra with Applications	2050	2017-11-24
Numerical Methods for Partial Differential Equations	2050	2017-11-24
Numerische Mathematik	74	2014-09-24
Nummus	3140	2018-01-12
Nuncius	154	2016-01-22
Nuova informazione bibliografica	1205	2016-04-15
Nuova Ricerca	774	2016-02-10
Nuovo Cimento	814	2014-02-28
Nuovo Cimento A	814	2014-02-28
Nuovo Cimento B	814	2011-12-15
Nuovo Cimento C	814	2014-02-28
Nuovo Cimento D	814	2011-12-15
Nurse Education in Practice	30	2015-06-09
Nurse Education Today	30	2015-06-09
Nurse Educator	2261	2016-09-26
Nurse Leader	30	2015-07-14
Nurse Media	1240	2014-12-03
Nurse Practitioner	48	2016-09-26
Nurse Prescriber	1838	2014-04-29
Nurse Prescribing	621	2018-02-20
Nurse Researcher	256	2017-05-02
Nursing	990	2015-05-01
Nursing 2010	48	2016-09-26
Nursing 2010 Critical Care	48	2016-09-26
Nursing 2015	48	2016-09-26
Nursing 2016	48	2017-04-05
Nursing 2016 Critical Care	48	2017-04-05
Nursing Administration Quarterly	2261	2016-09-26
Nursing and Health Sciences	2050	2017-11-24
Nursing and Residential Care	621	2018-02-20
Nursing Children and Young People	256	2017-05-02
Nursing Clinics of North America	985	2015-07-14
Nursing Education Perspectives	2261	2017-04-05
Nursing Ethics	65	2013-03-11
Nursing for Women's Health	2823	2017-08-08
Nursing Forum	2050	2017-11-24
Nursing History Review	74	2017-08-02
Nursing in Critical Care	2050	2017-11-24
Nursing Inquiry	2050	2017-11-24
Nursing Leadership	404	2013-08-30
Nursing Made Incredibly Easy	48	2016-09-26
Nursing Management	256	2017-05-02
Nursing Older People	256	2017-05-02
